,Id,week,region_code,region_name,TauxGrippe
61,4581,2012-10-28,26,BOURGOGNE,0.0
62,4603,2012-10-21,26,BOURGOGNE,0.0
63,4625,2012-10-14,26,BOURGOGNE,1.0
64,4647,2012-10-07,26,BOURGOGNE,10.0
65,4669,2012-09-30,26,BOURGOGNE,11.0
66,4691,2012-09-23,26,BOURGOGNE,12.0
67,4713,2012-09-16,26,BOURGOGNE,2.0
68,4735,2012-09-09,26,BOURGOGNE,0.0
69,4757,2012-09-02,26,BOURGOGNE,0.0
70,4779,2012-08-26,26,BOURGOGNE,0.0
71,4801,2012-08-19,26,BOURGOGNE,0.0
72,4823,2012-08-12,26,BOURGOGNE,0.0
73,4845,2012-08-05,26,BOURGOGNE,0.0
74,4867,2012-07-29,26,BOURGOGNE,0.0
75,4889,2012-07-22,26,BOURGOGNE,0.0
76,4911,2012-07-15,26,BOURGOGNE,0.0
77,4933,2012-07-08,26,BOURGOGNE,0.0
78,4955,2012-07-01,26,BOURGOGNE,0.0
79,4977,2012-06-24,26,BOURGOGNE,0.0
80,4999,2012-06-17,26,BOURGOGNE,83.0
81,5021,2012-06-10,26,BOURGOGNE,0.0
82,5043,2012-06-03,26,BOURGOGNE,62.0
83,5065,2012-05-27,26,BOURGOGNE,0.0
84,5087,2012-05-20,26,BOURGOGNE,0.0
85,5109,2012-05-13,26,BOURGOGNE,0.0
86,5131,2012-05-06,26,BOURGOGNE,0.0
87,5153,2012-04-29,26,BOURGOGNE,0.0
88,5175,2012-04-22,26,BOURGOGNE,0.0
89,5197,2012-04-15,26,BOURGOGNE,0.0
90,5219,2012-04-08,26,BOURGOGNE,12.0
91,5241,2012-04-01,26,BOURGOGNE,12.0
92,5263,2012-03-25,26,BOURGOGNE,26.0
93,5285,2012-03-18,26,BOURGOGNE,49.0
94,5307,2012-03-11,26,BOURGOGNE,171.0
95,5329,2012-03-04,26,BOURGOGNE,230.0
96,5351,2012-02-26,26,BOURGOGNE,306.0
97,5373,2012-02-19,26,BOURGOGNE,215.0
98,5395,2012-02-12,26,BOURGOGNE,10.0
99,5417,2012-02-05,26,BOURGOGNE,0.0
100,5439,2012-01-29,26,BOURGOGNE,0.0
101,5461,2012-01-22,26,BOURGOGNE,0.0
102,5483,2012-01-15,26,BOURGOGNE,14.0
103,5505,2012-01-08,26,BOURGOGNE,51.0
104,5527,2012-01-01,26,BOURGOGNE,33.0
105,5549,2011-12-25,26,BOURGOGNE,34.0
106,5571,2011-12-18,26,BOURGOGNE,10.0
107,5593,2011-12-11,26,BOURGOGNE,28.0
108,5615,2011-12-04,26,BOURGOGNE,21.0
109,5637,2011-11-27,26,BOURGOGNE,50.0
110,5659,2011-11-20,26,BOURGOGNE,0.0
111,5681,2011-11-13,26,BOURGOGNE,0.0
112,5703,2011-11-06,26,BOURGOGNE,22.0
113,5725,2011-10-30,26,BOURGOGNE,13.0
114,5747,2011-10-23,26,BOURGOGNE,26.0
115,5769,2011-10-16,26,BOURGOGNE,6.0
116,5791,2011-10-09,26,BOURGOGNE,19.0
117,5813,2011-10-02,26,BOURGOGNE,33.0
118,5835,2011-09-25,26,BOURGOGNE,1.0
119,5857,2011-09-18,26,BOURGOGNE,0.0
120,5879,2011-09-11,26,BOURGOGNE,0.0
121,5901,2011-09-04,26,BOURGOGNE,0.0
122,5923,2011-08-28,26,BOURGOGNE,32.0
123,5945,2011-08-21,26,BOURGOGNE,0.0
124,5967,2011-08-14,26,BOURGOGNE,0.0
125,5989,2011-08-07,26,BOURGOGNE,0.0
126,6011,2011-07-31,26,BOURGOGNE,0.0
127,6033,2011-07-24,26,BOURGOGNE,0.0
128,6055,2011-07-17,26,BOURGOGNE,0.0
129,6077,2011-07-10,26,BOURGOGNE,0.0
130,6099,2011-07-03,26,BOURGOGNE,0.0
131,6121,2011-06-26,26,BOURGOGNE,0.0
132,6143,2011-06-19,26,BOURGOGNE,0.0
133,6165,2011-06-12,26,BOURGOGNE,0.0
134,6187,2011-06-05,26,BOURGOGNE,14.0
135,6209,2011-05-29,26,BOURGOGNE,22.0
136,6231,2011-05-22,26,BOURGOGNE,18.0
137,6253,2011-05-15,26,BOURGOGNE,48.0
138,6275,2011-05-08,26,BOURGOGNE,6.0
139,6297,2011-05-01,26,BOURGOGNE,0.0
140,6319,2011-04-24,26,BOURGOGNE,0.0
141,6341,2011-04-17,26,BOURGOGNE,0.0
142,6363,2011-04-10,26,BOURGOGNE,0.0
143,6385,2011-04-03,26,BOURGOGNE,0.0
144,6407,2011-03-27,26,BOURGOGNE,0.0
145,6429,2011-03-20,26,BOURGOGNE,0.0
146,6451,2011-03-13,26,BOURGOGNE,0.0
147,6473,2011-03-06,26,BOURGOGNE,0.0
148,6495,2011-02-27,26,BOURGOGNE,0.0
149,6517,2011-02-20,26,BOURGOGNE,60.0
150,6539,2011-02-13,26,BOURGOGNE,91.0
151,6561,2011-02-06,26,BOURGOGNE,175.0
152,6583,2011-01-30,26,BOURGOGNE,182.0
153,6605,2011-01-23,26,BOURGOGNE,140.0
154,6627,2011-01-16,26,BOURGOGNE,167.0
155,6649,2011-01-09,26,BOURGOGNE,134.0
156,6671,2011-01-02,26,BOURGOGNE,50.0
157,6693,2010-12-26,26,BOURGOGNE,81.0
158,6715,2010-12-19,26,BOURGOGNE,4.0
159,6737,2010-12-12,26,BOURGOGNE,56.0
160,6759,2010-12-05,26,BOURGOGNE,37.0
161,6781,2010-11-28,26,BOURGOGNE,12.0
162,6803,2010-11-21,26,BOURGOGNE,10.0
163,6825,2010-11-14,26,BOURGOGNE,0.0
164,6847,2010-11-07,26,BOURGOGNE,0.0
165,6869,2010-10-31,26,BOURGOGNE,0.0
166,6891,2010-10-24,26,BOURGOGNE,16.0
167,6913,2010-10-17,26,BOURGOGNE,4.0
168,6935,2010-10-10,26,BOURGOGNE,6.0
169,6957,2010-10-03,26,BOURGOGNE,38.0
170,6979,2010-09-26,26,BOURGOGNE,31.0
171,7001,2010-09-19,26,BOURGOGNE,34.0
172,7023,2010-09-12,26,BOURGOGNE,11.0
173,7045,2010-09-05,26,BOURGOGNE,0.0
174,7067,2010-08-29,26,BOURGOGNE,14.0
175,7089,2010-08-22,26,BOURGOGNE,0.0
176,7111,2010-08-15,26,BOURGOGNE,0.0
177,7133,2010-08-08,26,BOURGOGNE,0.0
178,7155,2010-08-01,26,BOURGOGNE,0.0
179,7177,2010-07-25,26,BOURGOGNE,0.0
180,7199,2010-07-18,26,BOURGOGNE,4.0
181,7221,2010-07-11,26,BOURGOGNE,13.0
182,7243,2010-07-04,26,BOURGOGNE,20.0
183,7265,2010-06-27,26,BOURGOGNE,7.0
184,7287,2010-06-20,26,BOURGOGNE,6.0
185,7309,2010-06-13,26,BOURGOGNE,0.0
186,7331,2010-06-06,26,BOURGOGNE,57.0
187,7353,2010-05-30,26,BOURGOGNE,0.0
188,7375,2010-05-23,26,BOURGOGNE,0.0
189,7397,2010-05-16,26,BOURGOGNE,0.0
190,7419,2010-05-09,26,BOURGOGNE,6.0
191,7441,2010-05-02,26,BOURGOGNE,19.0
192,7463,2010-04-25,26,BOURGOGNE,9.0
193,7485,2010-04-18,26,BOURGOGNE,21.0
194,7507,2010-04-11,26,BOURGOGNE,0.0
195,7529,2010-04-04,26,BOURGOGNE,9.0
196,7551,2010-03-28,26,BOURGOGNE,0.0
197,7573,2010-03-21,26,BOURGOGNE,7.0
198,7595,2010-03-14,26,BOURGOGNE,15.0
199,7617,2010-03-07,26,BOURGOGNE,8.0
200,7639,2010-02-28,26,BOURGOGNE,6.0
201,7661,2010-02-21,26,BOURGOGNE,3.0
202,7683,2010-02-14,26,BOURGOGNE,16.0
203,7705,2010-02-07,26,BOURGOGNE,16.0
204,7727,2010-01-31,26,BOURGOGNE,42.0
205,7749,2010-01-24,26,BOURGOGNE,50.0
206,7771,2010-01-17,26,BOURGOGNE,18.0
207,7793,2010-01-10,26,BOURGOGNE,31.0
208,7837,2010-01-03,26,BOURGOGNE,122.0
209,7859,2009-12-27,26,BOURGOGNE,227.0
210,7881,2009-12-20,26,BOURGOGNE,438.0
211,7903,2009-12-13,26,BOURGOGNE,428.0
212,7925,2009-12-06,26,BOURGOGNE,542.0
213,7947,2009-11-29,26,BOURGOGNE,407.0
214,7969,2009-11-22,26,BOURGOGNE,245.0
215,7991,2009-11-15,26,BOURGOGNE,115.0
216,8013,2009-11-08,26,BOURGOGNE,158.0
217,8035,2009-11-01,26,BOURGOGNE,58.0
218,8057,2009-10-25,26,BOURGOGNE,108.0
219,8079,2009-10-18,26,BOURGOGNE,112.0
220,8101,2009-10-11,26,BOURGOGNE,82.0
221,8123,2009-10-04,26,BOURGOGNE,85.0
222,8145,2009-09-27,26,BOURGOGNE,194.0
223,8167,2009-09-20,26,BOURGOGNE,125.0
224,8189,2009-09-13,26,BOURGOGNE,37.0
225,8211,2009-09-06,26,BOURGOGNE,315.0
226,8233,2009-08-30,26,BOURGOGNE,31.0
227,8255,2009-08-23,26,BOURGOGNE,0.0
228,8277,2009-08-16,26,BOURGOGNE,11.0
229,8299,2009-08-09,26,BOURGOGNE,24.0
230,8321,2009-08-02,26,BOURGOGNE,9.0
231,8343,2009-07-26,26,BOURGOGNE,28.0
232,8365,2009-07-19,26,BOURGOGNE,0.0
233,8387,2009-07-12,26,BOURGOGNE,0.0
234,8409,2009-07-05,26,BOURGOGNE,10.0
235,8431,2009-06-28,26,BOURGOGNE,0.0
236,8453,2009-06-21,26,BOURGOGNE,14.0
237,8475,2009-06-14,26,BOURGOGNE,33.0
238,8497,2009-06-07,26,BOURGOGNE,0.0
239,8519,2009-05-31,26,BOURGOGNE,0.0
240,8541,2009-05-24,26,BOURGOGNE,11.0
241,8563,2009-05-17,26,BOURGOGNE,82.0
242,8585,2009-05-10,26,BOURGOGNE,31.0
243,8607,2009-05-03,26,BOURGOGNE,3.0
244,8629,2009-04-26,26,BOURGOGNE,10.0
245,8651,2009-04-19,26,BOURGOGNE,0.0
246,8673,2009-04-12,26,BOURGOGNE,0.0
247,8695,2009-04-05,26,BOURGOGNE,21.0
248,8717,2009-03-29,26,BOURGOGNE,0.0
249,8739,2009-03-22,26,BOURGOGNE,23.0
250,8761,2009-03-15,26,BOURGOGNE,66.0
251,8783,2009-03-08,26,BOURGOGNE,0.0
252,8805,2009-03-01,26,BOURGOGNE,91.0
253,8827,2009-02-22,26,BOURGOGNE,394.0
254,8849,2009-02-15,26,BOURGOGNE,770.0
255,8871,2009-02-08,26,BOURGOGNE,1169.0
256,8893,2009-02-01,26,BOURGOGNE,1049.0
257,8915,2009-01-25,26,BOURGOGNE,264.0
258,8937,2009-01-18,26,BOURGOGNE,92.0
259,8959,2009-01-11,26,BOURGOGNE,180.0
260,8981,2009-01-04,26,BOURGOGNE,79.0
261,9003,2008-12-28,26,BOURGOGNE,28.0
262,9025,2008-12-21,26,BOURGOGNE,15.0
263,9047,2008-12-14,26,BOURGOGNE,3.0
264,9069,2008-12-07,26,BOURGOGNE,4.0
265,9091,2008-11-30,26,BOURGOGNE,4.0
266,9113,2008-11-23,26,BOURGOGNE,0.0
267,9135,2008-11-16,26,BOURGOGNE,0.0
268,9157,2008-11-09,26,BOURGOGNE,0.0
269,9179,2008-11-02,26,BOURGOGNE,0.0
270,9201,2008-10-26,26,BOURGOGNE,6.0
271,9223,2008-10-19,26,BOURGOGNE,5.0
272,9245,2008-10-12,26,BOURGOGNE,8.0
273,9267,2008-10-05,26,BOURGOGNE,1.0
274,9289,2008-09-28,26,BOURGOGNE,6.0
275,9311,2008-09-21,26,BOURGOGNE,1.0
276,9333,2008-09-14,26,BOURGOGNE,0.0
277,9355,2008-09-07,26,BOURGOGNE,0.0
278,9377,2008-08-31,26,BOURGOGNE,0.0
279,9399,2008-08-24,26,BOURGOGNE,0.0
280,9421,2008-08-17,26,BOURGOGNE,0.0
281,9443,2008-08-10,26,BOURGOGNE,0.0
282,9465,2008-08-03,26,BOURGOGNE,0.0
283,9487,2008-07-27,26,BOURGOGNE,0.0
284,9509,2008-07-20,26,BOURGOGNE,0.0
285,9531,2008-07-13,26,BOURGOGNE,0.0
286,9553,2008-07-06,26,BOURGOGNE,0.0
287,9575,2008-06-29,26,BOURGOGNE,0.0
288,9597,2008-06-22,26,BOURGOGNE,0.0
289,9619,2008-06-15,26,BOURGOGNE,0.0
290,9641,2008-06-08,26,BOURGOGNE,0.0
291,9663,2008-06-01,26,BOURGOGNE,0.0
292,9685,2008-05-25,26,BOURGOGNE,0.0
293,9707,2008-05-18,26,BOURGOGNE,2.0
294,9729,2008-05-11,26,BOURGOGNE,4.0
295,9751,2008-05-04,26,BOURGOGNE,0.0
296,9773,2008-04-27,26,BOURGOGNE,0.0
297,9795,2008-04-20,26,BOURGOGNE,0.0
298,9817,2008-04-13,26,BOURGOGNE,0.0
299,9839,2008-04-06,26,BOURGOGNE,7.0
300,9861,2008-03-30,26,BOURGOGNE,13.0
301,9883,2008-03-23,26,BOURGOGNE,69.0
302,9905,2008-03-16,26,BOURGOGNE,82.0
303,9927,2008-03-09,26,BOURGOGNE,73.0
304,9949,2008-03-02,26,BOURGOGNE,137.0
305,9971,2008-02-24,26,BOURGOGNE,257.0
306,9993,2008-02-17,26,BOURGOGNE,352.0
307,10015,2008-02-10,26,BOURGOGNE,317.0
308,10037,2008-02-03,26,BOURGOGNE,214.0
309,10059,2008-01-27,26,BOURGOGNE,115.0
310,10081,2008-01-20,26,BOURGOGNE,86.0
311,10103,2008-01-13,26,BOURGOGNE,108.0
312,10125,2007-12-30,26,BOURGOGNE,198.0
313,10147,2007-12-23,26,BOURGOGNE,112.0
314,10169,2007-12-16,26,BOURGOGNE,55.0
315,10191,2007-12-09,26,BOURGOGNE,31.0
316,10213,2007-12-02,26,BOURGOGNE,56.0
317,10235,2007-11-25,26,BOURGOGNE,111.0
318,10257,2007-11-18,26,BOURGOGNE,0.0
319,10279,2007-11-11,26,BOURGOGNE,7.0
320,10301,2007-11-04,26,BOURGOGNE,2.0
321,10323,2007-10-28,26,BOURGOGNE,22.0
322,10345,2007-10-21,26,BOURGOGNE,33.0
323,10367,2007-10-14,26,BOURGOGNE,1.0
324,10389,2007-10-07,26,BOURGOGNE,8.0
325,10411,2007-09-30,26,BOURGOGNE,0.0
326,10433,2007-09-23,26,BOURGOGNE,0.0
327,10455,2007-09-16,26,BOURGOGNE,0.0
328,10477,2007-09-09,26,BOURGOGNE,0.0
329,10499,2007-09-02,26,BOURGOGNE,0.0
330,10521,2007-08-26,26,BOURGOGNE,0.0
331,10543,2007-08-19,26,BOURGOGNE,0.0
332,10565,2007-08-12,26,BOURGOGNE,0.0
333,10587,2007-08-05,26,BOURGOGNE,0.0
334,10609,2007-07-29,26,BOURGOGNE,0.0
335,10631,2007-07-22,26,BOURGOGNE,0.0
336,10653,2007-07-15,26,BOURGOGNE,0.0
337,10675,2007-07-08,26,BOURGOGNE,0.0
338,10697,2007-07-01,26,BOURGOGNE,0.0
339,10719,2007-06-24,26,BOURGOGNE,0.0
340,10741,2007-06-17,26,BOURGOGNE,0.0
341,10763,2007-06-10,26,BOURGOGNE,0.0
342,10785,2007-06-03,26,BOURGOGNE,0.0
343,10807,2007-05-27,26,BOURGOGNE,0.0
344,10829,2007-05-20,26,BOURGOGNE,0.0
345,10851,2007-05-13,26,BOURGOGNE,0.0
346,10873,2007-05-06,26,BOURGOGNE,0.0
347,10895,2007-04-29,26,BOURGOGNE,0.0
348,10917,2007-04-22,26,BOURGOGNE,0.0
349,10939,2007-04-15,26,BOURGOGNE,0.0
350,10961,2007-04-08,26,BOURGOGNE,7.0
351,10983,2007-04-01,26,BOURGOGNE,0.0
352,11005,2007-03-25,26,BOURGOGNE,22.0
353,11027,2007-03-18,26,BOURGOGNE,63.0
354,11049,2007-03-11,26,BOURGOGNE,74.0
355,11071,2007-03-04,26,BOURGOGNE,56.0
356,11093,2007-02-25,26,BOURGOGNE,601.0
357,11115,2007-02-18,26,BOURGOGNE,588.0
358,11137,2007-02-11,26,BOURGOGNE,1079.0
359,11159,2007-02-04,26,BOURGOGNE,389.0
360,11181,2007-01-28,26,BOURGOGNE,195.0
361,11203,2007-01-21,26,BOURGOGNE,49.0
362,11225,2007-01-14,26,BOURGOGNE,114.0
363,11247,2007-01-07,26,BOURGOGNE,120.0
364,11269,2006-12-31,26,BOURGOGNE,96.0
365,11291,2006-12-24,26,BOURGOGNE,36.0
366,11313,2006-12-17,26,BOURGOGNE,22.0
367,11335,2006-12-10,26,BOURGOGNE,34.0
368,11357,2006-12-03,26,BOURGOGNE,41.0
369,11379,2006-11-26,26,BOURGOGNE,2.0
370,11401,2006-11-19,26,BOURGOGNE,0.0
371,11423,2006-11-12,26,BOURGOGNE,4.0
372,11445,2006-11-05,26,BOURGOGNE,3.0
373,11467,2006-10-29,26,BOURGOGNE,15.0
374,11489,2006-10-22,26,BOURGOGNE,20.0
375,11511,2006-10-15,26,BOURGOGNE,1.0
376,11533,2006-10-08,26,BOURGOGNE,7.0
377,11555,2006-10-01,26,BOURGOGNE,11.0
378,11577,2006-09-24,26,BOURGOGNE,0.0
379,11599,2006-09-17,26,BOURGOGNE,0.0
380,11621,2006-09-10,26,BOURGOGNE,0.0
381,11643,2006-09-03,26,BOURGOGNE,0.0
382,11665,2006-08-27,26,BOURGOGNE,0.0
383,11687,2006-08-20,26,BOURGOGNE,0.0
384,11709,2006-08-13,26,BOURGOGNE,
385,11731,2006-08-06,26,BOURGOGNE,
386,11753,2006-07-30,26,BOURGOGNE,
387,11775,2006-07-23,26,BOURGOGNE,0.0
388,11797,2006-07-16,26,BOURGOGNE,0.0
389,11819,2006-07-09,26,BOURGOGNE,0.0
390,11841,2006-07-02,26,BOURGOGNE,0.0
391,11863,2006-06-25,26,BOURGOGNE,0.0
392,11885,2006-06-18,26,BOURGOGNE,0.0
393,11907,2006-06-11,26,BOURGOGNE,0.0
394,11929,2006-06-04,26,BOURGOGNE,0.0
395,11951,2006-05-28,26,BOURGOGNE,0.0
396,11973,2006-05-21,26,BOURGOGNE,12.0
397,11995,2006-05-14,26,BOURGOGNE,10.0
398,12017,2006-05-07,26,BOURGOGNE,2.0
399,12039,2006-04-30,26,BOURGOGNE,28.0
400,12061,2006-04-23,26,BOURGOGNE,5.0
401,12083,2006-04-16,26,BOURGOGNE,5.0
402,12105,2006-04-09,26,BOURGOGNE,13.0
403,12127,2006-04-02,26,BOURGOGNE,11.0
404,12149,2006-03-26,26,BOURGOGNE,3.0
405,12171,2006-03-19,26,BOURGOGNE,35.0
406,12193,2006-03-12,26,BOURGOGNE,57.0
407,12215,2006-03-05,26,BOURGOGNE,47.0
408,12237,2006-02-26,26,BOURGOGNE,83.0
409,12259,2006-02-19,26,BOURGOGNE,19.0
410,12281,2006-02-12,26,BOURGOGNE,314.0
411,12303,2006-02-05,26,BOURGOGNE,131.0
412,12325,2006-01-29,26,BOURGOGNE,184.0
413,12347,2006-01-22,26,BOURGOGNE,206.0
414,12369,2006-01-15,26,BOURGOGNE,62.0
415,12391,2006-01-08,26,BOURGOGNE,11.0
416,12413,2006-01-01,26,BOURGOGNE,0.0
417,12435,2005-12-25,26,BOURGOGNE,34.0
418,12457,2005-12-18,26,BOURGOGNE,27.0
419,12479,2005-12-11,26,BOURGOGNE,0.0
420,12501,2005-12-04,26,BOURGOGNE,9.0
421,12523,2005-11-27,26,BOURGOGNE,8.0
422,12545,2005-11-20,26,BOURGOGNE,0.0
423,12567,2005-11-13,26,BOURGOGNE,0.0
424,12589,2005-11-06,26,BOURGOGNE,0.0
425,12611,2005-10-30,26,BOURGOGNE,0.0
426,12633,2005-10-23,26,BOURGOGNE,22.0
427,12655,2005-10-16,26,BOURGOGNE,34.0
428,12677,2005-10-09,26,BOURGOGNE,4.0
429,12699,2005-10-02,26,BOURGOGNE,34.0
430,12721,2005-09-25,26,BOURGOGNE,23.0
431,12743,2005-09-18,26,BOURGOGNE,9.0
432,12765,2005-09-11,26,BOURGOGNE,0.0
433,12787,2005-09-04,26,BOURGOGNE,0.0
434,12809,2005-08-28,26,BOURGOGNE,0.0
435,12831,2005-08-21,26,BOURGOGNE,8.0
436,12853,2005-08-14,26,BOURGOGNE,0.0
437,12875,2005-08-07,26,BOURGOGNE,0.0
438,12897,2005-07-31,26,BOURGOGNE,0.0
439,12919,2005-07-24,26,BOURGOGNE,0.0
440,12941,2005-07-17,26,BOURGOGNE,0.0
441,12963,2005-07-10,26,BOURGOGNE,5.0
442,12985,2005-07-03,26,BOURGOGNE,5.0
443,13007,2005-06-26,26,BOURGOGNE,0.0
444,13029,2005-06-19,26,BOURGOGNE,0.0
445,13051,2005-06-12,26,BOURGOGNE,0.0
446,13073,2005-06-05,26,BOURGOGNE,0.0
447,13095,2005-05-29,26,BOURGOGNE,0.0
448,13117,2005-05-22,26,BOURGOGNE,0.0
449,13139,2005-05-15,26,BOURGOGNE,0.0
450,13161,2005-05-08,26,BOURGOGNE,0.0
451,13183,2005-05-01,26,BOURGOGNE,1.0
452,13205,2005-04-24,26,BOURGOGNE,5.0
453,13227,2005-04-17,26,BOURGOGNE,6.0
454,13249,2005-04-10,26,BOURGOGNE,32.0
455,13271,2005-04-03,26,BOURGOGNE,121.0
456,13293,2005-03-27,26,BOURGOGNE,145.0
457,13315,2005-03-20,26,BOURGOGNE,164.0
458,13337,2005-03-13,26,BOURGOGNE,577.0
459,13359,2005-03-06,26,BOURGOGNE,650.0
460,13381,2005-02-27,26,BOURGOGNE,820.0
461,13403,2005-02-20,26,BOURGOGNE,506.0
462,13425,2005-02-13,26,BOURGOGNE,816.0
463,13447,2005-02-06,26,BOURGOGNE,446.0
464,13469,2005-01-30,26,BOURGOGNE,180.0
465,13491,2005-01-23,26,BOURGOGNE,214.0
466,13513,2005-01-16,26,BOURGOGNE,124.0
467,13535,2005-01-09,26,BOURGOGNE,125.0
468,13579,2005-01-02,26,BOURGOGNE,20.0
469,13601,2004-12-26,26,BOURGOGNE,0.0
470,13623,2004-12-19,26,BOURGOGNE,0.0
471,13645,2004-12-12,26,BOURGOGNE,19.0
472,13667,2004-12-05,26,BOURGOGNE,45.0
473,13689,2004-11-28,26,BOURGOGNE,48.0
474,13711,2004-11-21,26,BOURGOGNE,71.0
475,13733,2004-11-14,26,BOURGOGNE,5.0
476,13755,2004-11-07,26,BOURGOGNE,25.0
477,13777,2004-10-31,26,BOURGOGNE,33.0
478,13799,2004-10-24,26,BOURGOGNE,40.0
479,13821,2004-10-17,26,BOURGOGNE,17.0
480,13843,2004-10-10,26,BOURGOGNE,34.0
481,13865,2004-10-03,26,BOURGOGNE,31.0
482,13887,2004-09-26,26,BOURGOGNE,5.0
483,13909,2004-09-19,26,BOURGOGNE,26.0
484,13931,2004-09-12,26,BOURGOGNE,0.0
485,13953,2004-09-05,26,BOURGOGNE,20.0
486,13975,2004-08-29,26,BOURGOGNE,25.0
487,13997,2004-08-22,26,BOURGOGNE,0.0
488,14019,2004-08-15,26,BOURGOGNE,0.0
489,14041,2004-08-08,26,BOURGOGNE,0.0
490,14063,2004-08-01,26,BOURGOGNE,0.0
491,14085,2004-07-25,26,BOURGOGNE,0.0
492,14107,2004-07-18,26,BOURGOGNE,0.0
493,14129,2004-07-11,26,BOURGOGNE,4.0
494,14151,2004-07-04,26,BOURGOGNE,26.0
495,14173,2004-06-27,26,BOURGOGNE,4.0
496,14195,2004-06-20,26,BOURGOGNE,0.0
497,14217,2004-06-13,26,BOURGOGNE,0.0
498,14239,2004-06-06,26,BOURGOGNE,0.0
499,14261,2004-05-30,26,BOURGOGNE,13.0
500,14283,2004-05-23,26,BOURGOGNE,94.0
501,14305,2004-05-16,26,BOURGOGNE,27.0
502,14327,2004-05-09,26,BOURGOGNE,0.0
503,14349,2004-05-02,26,BOURGOGNE,0.0
504,14371,2004-04-25,26,BOURGOGNE,0.0
505,14393,2004-04-18,26,BOURGOGNE,29.0
506,14415,2004-04-11,26,BOURGOGNE,5.0
507,14437,2004-04-04,26,BOURGOGNE,0.0
508,14459,2004-03-28,26,BOURGOGNE,0.0
509,14481,2004-03-21,26,BOURGOGNE,6.0
510,14503,2004-03-14,26,BOURGOGNE,89.0
511,14525,2004-03-07,26,BOURGOGNE,66.0
512,14547,2004-02-29,26,BOURGOGNE,20.0
513,14569,2004-02-22,26,BOURGOGNE,49.0
514,14591,2004-02-15,26,BOURGOGNE,45.0
515,14613,2004-02-08,26,BOURGOGNE,65.0
516,14635,2004-02-01,26,BOURGOGNE,44.0
